1403638524527829504,-0.22261,-0.52754,0.18974,-0.46902,0.45506,0.54820,0.52194,-0.05952,0.93763,1.40481,
1403638524627829504,-0.21907,-0.52540,0.25729,0.52400,-0.39490,-0.59623,-0.46258,-0.05280,1.09760,1.18151,
1403638524727829504,-0.21470,-0.51780,0.31502,0.57103,-0.34243,-0.63497,-0.39177,-0.08904,1.18839,0.87962,
1403638524827829504,-0.21148,-0.50947,0.36054,0.61007,-0.29916,-0.66271,-0.31486,-0.12502,1.25968,0.55011,
1403638524927829504,-0.20888,-0.50135,0.38905,0.64744,-0.26670,-0.68030,-0.21651,-0.19594,1.30552,0.20568,
1403638525027829504,-0.20818,-0.49436,0.39757,0.67797,-0.23775,-0.68699,-0.10894,-0.28677,1.32583,-0.16301,
1403638525127829504,-0.20788,-0.48624,0.38648,0.70035,-0.20790,-0.68284,0.00359,-0.35687,1.33153,-0.57830,
1403638525227829504,-0.21006,-0.47938,0.36243,0.71250,-0.18056,-0.66597,0.12738,-0.41560,1.33704,-0.99651,
1403638525327829504,-0.21551,-0.47098,0.33085,0.70932,-0.15212,-0.63726,0.26003,-0.44811,1.32079,-1.39830,
1403638525427829504,-0.22402,-0.46026,0.29747,0.68794,-0.11466,-0.59322,0.40210,-0.47166,1.28090,-1.75922,
1403638525527829504,-0.23388,-0.44911,0.26621,0.64726,-0.05749,-0.52693,0.54781,-0.47041,1.20833,-2.07306,
1403638525627829504,-0.24583,-0.43633,0.23771,0.58927,0.02069,-0.44075,0.67681,-0.40439,1.09504,-2.29835,
1403638525727829504,-0.25839,-0.42169,0.21051,0.50985,0.11906,-0.34506,0.77898,-0.28096,0.95778,-2.40431,
1403638525827829504,-0.27079,-0.40621,0.18591,0.40819,0.23366,-0.25289,0.84547,-0.12360,0.80659,-2.38886,
1403638525927829504,-0.28437,-0.39283,0.16478,0.24684,0.37289,-0.14542,0.88254,0.02469,0.56003,-2.27118,
1403638526027829504,-0.29853,-0.38703,0.13975,0.01022,0.52540,-0.00375,0.85079,0.20972,0.22447,-1.91905,
1403638526127829504,-0.30524,-0.39723,0.10998,-0.18771,0.64121,0.09100,0.73847,0.27835,-0.02973,-1.30334,
1403638526227829504,-0.30310,-0.42103,0.08356,-0.29310,0.71379,0.08631,0.63020,0.16803,-0.16314,-0.59661,
1403638526327829504,-0.29779,-0.44997,0.05993,-0.35463,0.74863,0.03092,0.55932,-0.07197,-0.28281,0.09494,
1403638526427829504,-0.29544,-0.48238,0.03731,-0.41254,0.75240,-0.01849,0.51318,-0.34686,-0.42824,0.74550,
1403638526527829504,-0.29825,-0.52120,0.01500,-0.47811,0.73410,-0.03811,0.48069,-0.60025,-0.57606,1.34299,
1403638526627829504,-0.31031,-0.57026,-0.00394,0.54767,-0.70230,0.02030,-0.45433,-0.77231,-0.69067,1.88046,
1403638526727829504,-0.33367,-0.63015,-0.01705,0.61736,-0.66483,-0.04231,-0.41842,-0.82819,-0.72051,2.32548,
1403638526827829504,-0.36675,-0.69924,-0.02167,0.68147,-0.62102,-0.15964,-0.35278,-0.75318,-0.60056,2.63408,
1403638526927829504,-0.40324,-0.77371,-0.01379,0.72910,-0.55587,-0.32610,-0.23041,-0.59711,-0.32041,2.71118,
1403638527027829504,-0.43446,-0.84891,0.01298,0.72607,-0.45515,-0.51273,-0.05261,-0.44844,0.06067,2.43516,
1403638527127829504,-0.45366,-0.91214,0.05974,0.66370,-0.33316,-0.65667,0.13153,-0.40417,0.35479,1.77138,
1403638527227829504,-0.46076,-0.95431,0.11387,0.58314,-0.23933,-0.72799,0.26962,-0.45800,0.45047,0.93932,
1403638527327829504,-0.46073,-0.97462,0.16340,0.52336,-0.18994,-0.74729,0.36274,-0.54789,0.43864,0.16618,
1403638527427829504,-0.45825,-0.97718,0.20380,-0.48117,0.15191,0.73649,-0.45053,-0.62879,0.44155,-0.47531,
1403638527527829504,-0.45587,-0.96128,0.23643,-0.43404,0.09300,0.70359,-0.55490,-0.64445,0.47855,-1.00544,
1403638527627829504,-0.45356,-0.92522,0.26121,0.36162,-0.00045,-0.65141,0.66701,-0.60395,0.50276,-1.42842,
1403638527727829504,-0.45095,-0.87172,0.28130,0.24512,0.13181,-0.57715,0.76775,-0.51966,0.43773,-1.77262,
1403638527827829504,-0.45010,-0.80338,0.29377,0.06348,0.29651,-0.47377,0.82680,-0.40158,0.23814,-1.95374,
1403638527927829504,-0.44940,-0.72584,0.29083,-0.17502,0.46087,-0.33604,0.80253,-0.28154,-0.06027,-1.83485,
1403638528027829504,-0.44413,-0.65057,0.26653,-0.39946,0.57767,-0.18625,0.68705,-0.20490,-0.30199,-1.35626,
1403638528127829504,-0.43152,-0.58713,0.22521,0.56158,-0.62995,0.06124,-0.53296,-0.22695,-0.36061,-0.64841,
1403638528227829504,-0.40849,-0.54179,0.17639,0.66065,-0.63998,-0.03162,-0.39112,-0.28787,-0.23870,0.15369,
1403638528327829504,-0.37667,-0.51393,0.13174,0.72153,-0.62627,-0.11015,-0.27395,-0.37199,-0.01637,0.88638,
1403638528427829504,-0.34450,-0.50157,0.09749,0.75739,-0.59940,-0.20543,-0.15773,-0.41945,0.26365,1.45621,
1403638528527829504,-0.31385,-0.50079,0.08024,0.76258,-0.55411,-0.33379,-0.00441,-0.41876,0.62020,1.76126,
1403638528627829504,-0.28270,-0.50713,0.08540,0.71649,-0.47754,-0.47129,0.19099,-0.41977,1.01835,1.69896,
1403638528727829504,-0.25107,-0.51326,0.11341,0.62152,-0.38358,-0.57028,0.37599,-0.52529,1.30122,1.28284,
1403638528827829504,-0.22863,-0.51106,0.15284,0.51408,-0.30304,-0.61531,0.51506,-0.72991,1.38036,0.70567,
1403638528927829504,-0.22150,-0.50308,0.19905,0.41818,-0.24256,-0.61833,0.61964,-0.97294,1.34251,0.09749,
1403638529027829504,-0.23129,-0.48890,0.24612,0.33968,-0.19009,-0.60154,0.69759,-1.20654,1.25971,-0.48130,
1403638529127829504,-0.25374,-0.46726,0.28681,0.27487,-0.12396,-0.58433,0.75342,-1.38494,1.14653,-1.04475,
1403638529227829504,-0.28544,-0.43777,0.31560,0.20144,-0.02972,-0.56366,0.80052,-1.51614,0.98393,-1.58470,
1403638529327829504,-0.32500,-0.40008,0.33039,0.07779,0.11232,-0.52544,0.83979,-1.56330,0.69814,-2.08191,
1403638529427829504,-0.36757,-0.35257,0.32164,-0.13439,0.31417,-0.44445,0.82807,-1.46811,0.21626,-2.37044,
1403638529527829504,-0.40482,-0.30526,0.27919,-0.40025,0.51405,-0.29574,0.69863,-1.30703,-0.33983,-2.14281,
1403638529627829504,-0.43008,-0.27504,0.21076,0.59095,-0.62229,0.13530,-0.49521,-1.18961,-0.62865,-1.40558,
1403638529727829504,-0.44227,-0.26339,0.13923,0.68780,-0.64663,0.02944,-0.32855,-1.16224,-0.58867,-0.56791,
1403638529827829504,-0.44723,-0.26170,0.07605,0.74145,-0.63436,-0.03933,-0.21518,-1.18140,-0.40246,0.18655,
1403638529927829504,-0.44911,-0.26865,0.02387,0.77526,-0.60915,-0.12323,-0.11280,-1.16874,-0.13558,0.84830,
1403638530027829504,-0.44845,-0.28311,-0.01197,0.78097,-0.57173,-0.25037,0.02304,-1.07867,0.21938,1.31199,
1403638530127829504,-0.44385,-0.30231,-0.02597,0.73465,-0.51311,-0.39609,0.20030,-0.98546,0.61560,1.42614,
1403638530227829504,-0.43340,-0.31939,-0.01943,0.63290,-0.43214,-0.51570,0.38308,-0.94906,0.95948,1.15498,
1403638530327829504,-0.41892,-0.32983,0.00046,0.50931,-0.34744,-0.58100,0.53135,-1.02164,1.14289,0.63171,
1403638530427829504,-0.40301,-0.33254,0.02868,0.39844,-0.26770,-0.60320,0.63697,-1.13030,1.17484,-0.02150,
1403638530527829504,-0.39053,-0.33003,0.05688,0.30805,-0.19245,-0.59448,0.71740,-1.25644,1.09135,-0.64903,
1403638530627829504,-0.38576,-0.32310,0.08220,0.22777,-0.10353,-0.57547,0.77861,-1.32491,0.95194,-1.23722,
1403638530727829504,-0.38678,-0.31058,0.10263,0.12832,0.01820,-0.54826,0.82620,-1.31243,0.72989,-1.76968,
1403638530827829504,-0.39447,-0.29205,0.11478,-0.01082,0.17379,-0.50686,0.84426,-1.20982,0.41925,-2.17114,
1403638530927829504,-0.40641,-0.26798,0.11324,-0.20926,0.35451,-0.43324,0.80177,-1.05039,0.01628,-2.32932,
1403638531027829504,-0.41771,-0.24350,0.08881,-0.43852,0.52163,-0.31377,0.66118,-0.89738,-0.39856,-2.08407,
1403638531127829504,-0.42502,-0.22670,0.04640,0.61547,-0.62259,0.17523,-0.45041,-0.80277,-0.62720,-1.41268,
1403638531227829504,-0.42411,-0.22480,-0.00463,0.70742,-0.65075,0.07056,-0.26664,-0.84472,-0.60654,-0.60223,
1403638531327829504,-0.42219,-0.23188,-0.04807,0.75451,-0.64143,0.00131,-0.13883,-0.92093,-0.41229,0.16225,
1403638531427829504,-0.42154,-0.24367,-0.08413,0.77957,-0.62031,-0.08238,-0.02655,-1.00534,-0.16970,0.82734,
1403638531527829504,-0.42403,-0.26050,-0.10822,0.77474,-0.58839,-0.20202,0.11298,-1.01299,0.16584,1.31094,
1403638531627829504,-0.42848,-0.28001,-0.11265,0.70917,-0.53473,-0.35076,0.29683,-0.99799,0.57560,1.46386,
1403638531727829504,-0.42935,-0.29803,-0.09478,0.57645,-0.44972,-0.47723,0.48756,-1.03698,0.95208,1.19451,
1403638531827829504,-0.42599,-0.30659,-0.06055,0.42316,-0.35308,-0.54414,0.63260,-1.13519,1.15692,0.60148,
1403638531927829504,-0.41645,-0.30617,-0.02193,0.29404,-0.25799,-0.56068,0.72981,-1.25352,1.15609,-0.11245,
1403638532027829504,-0.40296,-0.30032,0.01149,0.18967,-0.15395,-0.55095,0.79798,-1.31900,1.02303,-0.80942,
1403638532127829504,-0.40265,-0.28721,0.04279,0.08797,-0.02959,-0.52855,0.84381,-1.31335,0.80606,-1.43474,
1403638532227829504,-0.41250,-0.26703,0.06525,-0.04992,0.13075,-0.49503,0.85753,-1.20927,0.48522,-1.91579,
1403638532327829504,-0.42663,-0.24163,0.07040,-0.24789,0.32350,-0.43254,0.80424,-1.02563,0.05509,-2.12805,
1403638532427829504,-0.43985,-0.21651,0.05041,-0.47260,0.50241,-0.32212,0.64845,-0.83859,-0.38129,-1.89134,
1403638532527829504,-0.44706,-0.20283,0.00982,0.63733,-0.60513,0.19482,-0.43552,-0.74489,-0.60860,-1.24476,
1403638532627829504,-0.44817,-0.20242,-0.03564,0.72255,-0.63592,0.09588,-0.25363,-0.75244,-0.58540,-0.46555,
1403638532727829504,-0.44738,-0.20983,-0.07631,0.76488,-0.63218,0.01972,-0.12216,-0.80509,-0.41890,0.25628,
1403638532827829504,-0.44795,-0.22173,-0.10917,0.78467,-0.61613,-0.06814,-0.00551,-0.84212,-0.16936,0.87229,
1403638532927829504,-0.45059,-0.23815,-0.13062,0.77139,-0.59079,-0.19169,0.13845,-0.84294,0.15923,1.31526,
1403638533027829504,-0.44631,-0.25803,-0.13746,0.69439,-0.54182,-0.34479,0.32462,-0.81197,0.56193,1.43167,
1403638533127829504,-0.43025,-0.27522,-0.12256,0.54851,-0.45958,-0.47570,0.51149,-0.81295,0.92513,1.11682,
1403638533227829504,-0.41694,-0.28457,-0.09060,0.38714,-0.36511,-0.54298,0.64961,-0.91207,1.10169,0.50325,
1403638533327829504,-0.39273,-0.28653,-0.05694,0.25164,-0.27010,-0.56127,0.74074,-1.02519,1.08423,-0.21852,
1403638533427829504,-0.38194,-0.27882,-0.02201,0.14512,-0.17191,-0.55207,0.80287,-1.12703,0.95318,-0.91239,
1403638533527829504,-0.37042,-0.26732,0.00559,0.03294,-0.04336,-0.53341,0.84410,-1.13143,0.72407,-1.53966,
1403638533627829504,-0.36640,-0.25050,0.02278,-0.12252,0.12610,-0.50356,0.84588,-1.03549,0.37196,-2.02347,
1403638533727829504,-0.37896,-0.22479,0.02371,-0.33873,0.32340,-0.44069,0.76581,-0.89589,-0.07661,-2.18456,
1403638533827829504,-0.39014,-0.20139,-0.00202,0.56353,-0.49979,0.32381,-0.57253,-0.76257,-0.50170,-1.85634,
1403638533927829504,-0.39522,-0.19227,-0.04676,0.70521,-0.59167,0.19385,-0.33915,-0.72100,-0.67393,-1.13499,
1403638534027829504,-0.39101,-0.19778,-0.09476,0.76640,-0.61409,0.09913,-0.16032,-0.74420,-0.57687,-0.35585,
1403638534127829504,-0.39081,-0.20732,-0.13455,0.79295,-0.60857,0.01638,-0.02455,-0.80270,-0.35911,0.36171,
1403638534227829504,-0.39234,-0.22123,-0.16510,0.79326,-0.59304,-0.08576,0.10814,-0.84387,-0.07071,0.95987,
1403638534327829504,-0.37388,-0.24151,-0.18950,0.74415,-0.56537,-0.22937,0.27201,-0.80503,0.29387,1.33041,
1403638534427829504,-0.36946,-0.26423,-0.18544,0.62022,-0.50586,-0.37667,0.46642,-0.79737,0.70213,1.28498,
1403638534527829504,-0.35981,-0.28020,-0.16151,0.44399,-0.41507,-0.48139,0.63156,-0.85606,0.99098,0.83371,
1403638534627829504,-0.34175,-0.29019,-0.12749,0.27585,-0.31370,-0.52722,0.73996,-0.96181,1.07244,0.15034,
1403638534727829504,-0.33064,-0.28674,-0.09162,0.14731,-0.21424,-0.53233,0.80562,-1.06988,0.99444,-0.56386,
1403638534827829504,-0.32596,-0.27455,-0.05913,0.03220,-0.09723,-0.52247,0.84649,-1.11214,0.79969,-1.22686,
1403638534927829504,-0.32110,-0.25780,-0.03789,-0.11210,0.05833,-0.50479,0.85394,-1.05037,0.48844,-1.76894,
1403638535027829504,-0.32880,-0.23594,-0.03144,-0.31259,0.24939,-0.46356,0.79070,-0.91669,0.06215,-2.06785,
1403638535127829504,-0.34119,-0.21146,-0.04952,0.53871,-0.43835,0.37076,-0.61659,-0.77322,-0.38274,-1.89356,
1403638535227829504,-0.34906,-0.19713,-0.08932,0.69968,-0.55843,0.24249,-0.37390,-0.69940,-0.64057,-1.27182,
1403638535327829504,-0.34979,-0.20016,-0.13660,0.77005,-0.59880,0.13660,-0.17263,-0.70760,-0.60553,-0.49573,
1403638535427829504,-0.34882,-0.21022,-0.17898,0.79616,-0.60245,0.04987,-0.02631,-0.75294,-0.41818,0.22786,
1403638535527829504,-0.34731,-0.22564,-0.21206,0.79577,-0.59422,-0.04859,0.10627,-0.77348,-0.13508,0.82755,
1403638535627829504,-0.34466,-0.24209,-0.23395,0.74959,-0.57479,-0.18387,0.27188,-0.76497,0.24031,1.21913,
1403638535727829504,-0.33640,-0.26594,-0.23573,0.62808,-0.52583,-0.33543,0.46529,-0.75587,0.63999,1.25028,
1403638535827829504,-0.31563,-0.29195,-0.21640,0.44513,-0.43884,-0.45301,0.63566,-0.77796,0.91365,0.82948,
1403638535927829504,-0.29002,-0.30824,-0.18473,0.26697,-0.33611,-0.50805,0.74676,-0.86993,1.00362,0.16714,
1403638536027829504,-0.27700,-0.31014,-0.15000,0.12734,-0.23262,-0.51927,0.81243,-0.97511,0.92569,-0.54602,
1403638536127829504,-0.27614,-0.30120,-0.11730,0.00344,-0.11412,-0.51433,0.84996,-1.02996,0.74183,-1.20997,
1403638536227829504,-0.28052,-0.28343,-0.09449,-0.14785,0.04050,-0.50242,0.85092,-0.99055,0.44764,-1.75845,
1403638536327829504,-0.29267,-0.25886,-0.08676,-0.35738,0.23478,-0.46598,0.77461,-0.87697,0.02433,-2.04005,
1403638536427829504,-0.30493,-0.23427,-0.10567,0.58418,-0.42649,0.37388,-0.58056,-0.74696,-0.41856,-1.84013,
1403638536527829504,-0.30807,-0.22355,-0.14817,0.73088,-0.54309,0.24813,-0.33060,-0.67630,-0.64543,-1.19858,
1403638536627829504,-0.31159,-0.22595,-0.19224,0.79022,-0.58398,0.13876,-0.12358,-0.69021,-0.58845,-0.42348,
1403638536727829504,-0.30725,-0.23794,-0.23254,0.80592,-0.58960,0.04749,0.02473,-0.71408,-0.38170,0.27799,
1403638536827829504,-0.31072,-0.25309,-0.26036,0.79243,-0.58390,-0.05642,0.16716,-0.73689,-0.07242,0.85522,
1403638536927829504,-0.30147,-0.27564,-0.27792,0.72642,-0.56448,-0.19547,0.33980,-0.71796,0.29870,1.18365,
1403638537027829504,-0.29520,-0.30178,-0.27188,0.58139,-0.51026,-0.34209,0.53347,-0.72377,0.67922,1.12913,
1403638537127829504,-0.27053,-0.32365,-0.24997,0.38407,-0.41681,-0.44963,0.69036,-0.76018,0.92626,0.64749,
1403638537227829504,-0.26135,-0.33164,-0.21420,0.20902,-0.31318,-0.49332,0.78413,-0.87180,0.98221,-0.02618,
1403638537327829504,-0.25863,-0.32744,-0.17908,0.06742,-0.20222,-0.50324,0.83744,-0.95192,0.86163,-0.71768,
1403638537427829504,-0.25798,-0.31645,-0.14911,-0.07063,-0.06709,-0.50212,0.85929,-0.96769,0.64662,-1.35916,
1403638537527829504,-0.25860,-0.30048,-0.13363,-0.24815,0.10639,-0.49012,0.82878,-0.87733,0.27698,-1.81521,
1403638537627829504,-0.26937,-0.27956,-0.13739,-0.47244,0.30485,-0.44076,0.69971,-0.75711,-0.18702,-1.94970,
1403638537727829504,-0.28008,-0.25806,-0.16566,0.67179,-0.47296,0.33285,-0.46284,-0.65579,-0.55743,-1.55774,
1403638537827829504,-0.28315,-0.25418,-0.21182,0.77232,-0.55654,0.21225,-0.22076,-0.62218,-0.65156,-0.83230,
1403638537927829504,-0.28669,-0.26047,-0.25199,0.80468,-0.58204,0.11152,-0.03581,-0.65230,-0.50275,-0.08937,
1403638538027829504,-0.28432,-0.27815,-0.28791,0.80414,-0.58464,0.01809,0.10599,-0.67603,-0.25854,0.54877,
1403638538127829504,-0.28520,-0.29909,-0.31075,0.76606,-0.57792,-0.10013,0.26292,-0.69158,0.07302,1.04024,
1403638538227829504,-0.28348,-0.32278,-0.31615,0.65524,-0.54624,-0.25051,0.45775,-0.68788,0.48198,1.19237,
1403638538327829504,-0.25443,-0.34824,-0.30259,0.46623,-0.47230,-0.38973,0.63850,-0.68992,0.83110,0.93564,
1403638538427829504,-0.22617,-0.36422,-0.27431,0.26354,-0.36877,-0.46784,0.75873,-0.74917,0.95659,0.31109,
1403638538527829504,-0.22141,-0.36446,-0.23828,0.10138,-0.26411,-0.49292,0.82280,-0.86348,0.91324,-0.38101,
1403638538627829504,-0.22434,-0.35338,-0.20743,-0.04129,-0.14483,-0.49815,0.85392,-0.91963,0.71520,-1.04539,
1403638538727829504,-0.23099,-0.33647,-0.18918,-0.21029,0.01092,-0.49559,0.84265,-0.88815,0.39396,-1.58090,
1403638538827829504,-0.24210,-0.31431,-0.17522,-0.43192,0.20634,-0.46618,0.74401,-0.85830,-0.05930,-1.99257,
1403638538927829504,-0.25208,-0.28703,-0.19478,0.65830,-0.40198,0.37348,-0.51533,-0.75748,-0.57825,-1.80770,
1403638539027829504,-0.25807,-0.28450,-0.23669,0.77922,-0.51206,0.25510,-0.25599,-0.66609,-0.72544,-1.10930,
1403638539127829504,-0.26427,-0.29687,-0.27098,0.81873,-0.54959,0.15708,-0.05433,-0.62198,-0.54392,-0.30191,
1403638539227829504,-0.26521,-0.30989,-0.29329,0.82014,-0.55944,0.05241,0.10797,-0.64278,-0.29951,0.48749,
1403638539327829504,-0.26937,-0.33030,-0.29230,0.78324,-0.55509,-0.07094,0.27089,-0.62641,0.08507,1.04054,
1403638539427829504,-0.27538,-0.35365,-0.26261,0.68206,-0.52759,-0.21665,0.45773,-0.60178,0.51177,1.25972,
1403638539527829504,-0.27967,-0.37219,-0.20933,0.51835,-0.46346,-0.34478,0.63059,-0.62092,0.86769,1.07735,
1403638539627829504,-0.28051,-0.38444,-0.14891,0.33459,-0.37131,-0.42772,0.75315,-0.69560,1.05949,0.59895,
1403638539727829504,-0.27851,-0.38956,-0.09287,0.16536,-0.26365,-0.47356,0.82395,-0.82255,1.16509,-0.01927,
1403638539827829504,-0.28130,-0.37973,-0.04290,0.02319,-0.14875,-0.49618,0.85507,-0.86777,1.02679,-0.68853,
1403638539927829504,-0.28758,-0.36082,-0.00319,-0.12477,-0.01334,-0.50670,0.85294,-0.76528,0.65733,-1.22144,
1403638540027829504,-0.29373,-0.33753,0.01805,-0.31340,0.15652,-0.49850,0.79296,-0.62599,0.19261,-1.53227,
1403638540127829504,-0.29192,-0.31478,0.01953,0.52717,-0.34527,0.44529,-0.63608,-0.47742,-0.30464,-1.49395,
1403638540227829504,-0.27978,-0.30226,-0.00204,0.68989,-0.48631,0.34784,-0.40811,-0.36027,-0.63084,-0.91663,
1403638540327829504,-0.25603,-0.30312,-0.02913,0.76706,-0.55167,0.25343,-0.20749,-0.32417,-0.66723,-0.18054,
1403638540427829504,-0.22980,-0.31740,-0.05069,0.79884,-0.57539,0.16718,-0.05320,-0.29436,-0.48152,0.49867,
1403638540527829504,-0.19702,-0.32780,-0.07105,0.80308,-0.58505,0.05943,0.09618,-0.27586,-0.25507,1.13573,
1403638540627829504,-0.16394,-0.34632,-0.07090,0.75497,-0.58257,-0.08813,0.28787,-0.18233,0.18807,1.45464,
1403638540727829504,-0.12190,-0.36390,-0.05867,0.61473,-0.54957,-0.26053,0.50221,-0.18347,0.66384,1.57920,
1403638540827829504,-0.07747,-0.36706,-0.01795,0.40036,-0.46783,-0.39727,0.68046,-0.18600,0.99574,1.08000,
1403638540927829504,-0.02374,-0.35816,0.02817,0.18343,-0.36138,-0.46657,0.78617,-0.29504,1.13865,0.33116,
1403638541027829504,0.02696,-0.32953,0.07012,0.01043,-0.25346,-0.48188,0.83872,-0.38633,1.01923,-0.43836,
1403638541127829504,0.07698,-0.29380,0.10124,-0.14805,-0.12919,-0.48088,0.85449,-0.46304,0.81077,-1.16138,
1403638541227829504,0.12148,-0.24793,0.11621,-0.34000,0.03361,-0.47142,0.81304,-0.42118,0.44077,-1.69235,
1403638541327829504,0.16358,-0.19361,0.11280,0.58126,-0.23596,0.42384,-0.65332,-0.32377,-0.04454,-1.84360,
1403638541427829504,0.20600,-0.14353,0.08392,0.77529,-0.40693,0.30599,-0.37378,-0.22717,-0.40535,-1.37883,
1403638541527829504,0.25163,-0.10697,0.04785,0.84721,-0.49425,0.16478,-0.10391,-0.15150,-0.39958,-0.57394,
1403638541627829504,0.29835,-0.07855,0.02698,0.84428,-0.52561,0.03830,0.09724,-0.05530,-0.09828,0.19033,
1403638541727829504,0.34601,-0.04899,0.02621,0.80124,-0.53124,-0.07605,0.26460,0.01534,0.30939,0.73065,
1403638541827829504,0.39294,-0.01590,0.04638,0.71062,-0.51530,-0.19428,0.43789,0.06671,0.75576,1.03123,
1403638541927829504,0.44313,0.02104,0.08068,0.55563,-0.46806,-0.31286,0.61181,0.06448,1.17014,0.98173,
1403638542027829504,0.49424,0.06858,0.12611,0.36072,-0.38685,-0.40114,0.74787,-0.01094,1.45592,0.63108,
1403638542127829504,0.54028,0.13384,0.17487,0.17453,-0.28645,-0.44698,0.82927,-0.01172,1.43284,0.04126,
1403638542227829504,0.59009,0.20080,0.21796,-0.00170,-0.16676,-0.46719,0.86829,-0.08547,1.36932,-0.57896,
1403638542327829504,0.63366,0.28093,0.25073,-0.17995,-0.02188,-0.47541,0.86089,-0.07448,1.13126,-1.14915,
1403638542427829504,0.67504,0.36663,0.26767,-0.38264,0.14534,-0.47083,0.78152,-0.00879,0.73902,-1.49345,
1403638542527829504,0.71252,0.45194,0.25622,0.58796,-0.32111,0.42851,-0.60628,0.07427,0.32188,-1.38946,
1403638542627829504,0.74545,0.53049,0.22709,0.73643,-0.45886,0.33604,-0.36633,0.12065,0.08199,-0.85512,
1403638542727829504,0.77375,0.59893,0.19852,0.80853,-0.52542,0.22685,-0.13694,0.07574,0.09633,-0.12507,
1403638542827829504,0.79699,0.66183,0.18254,0.82788,-0.54431,0.12410,0.05427,-0.01831,0.26644,0.59018,
1403638542927829504,0.81552,0.72009,0.18162,0.80390,-0.54652,0.00957,0.23446,-0.08999,0.59670,1.19143,
1403638543027829504,0.82873,0.77515,0.20255,0.71435,-0.53111,-0.13181,0.43618,-0.12990,1.01672,1.49218,
1403638543127829504,0.84363,0.83412,0.24204,0.52906,-0.47445,-0.28501,0.64324,-0.19104,1.42479,1.37586,
1403638543227829504,0.86073,0.90344,0.29289,0.28935,-0.37434,-0.39865,0.78564,-0.26663,1.63662,0.84345,
1403638543327829504,0.87765,0.98427,0.34342,0.07002,-0.25500,-0.45397,0.85087,-0.35831,1.61529,0.13694,
1403638543427829504,0.89464,1.07374,0.38840,-0.11615,-0.12411,-0.47541,0.86319,-0.41337,1.41950,-0.57738,
1403638543527829504,0.90513,1.17423,0.41658,-0.30507,0.02740,-0.47814,0.82314,-0.37841,1.06706,-1.09286,
1403638543627829504,0.91606,1.27988,0.42806,0.51903,-0.20389,0.45135,-0.69665,-0.35832,0.64469,-1.39206,
1403638543727829504,0.92198,1.38426,0.41011,0.71390,-0.36651,0.36962,-0.46840,-0.27569,0.26810,-1.12759,
1403638543827829504,0.93142,1.47580,0.38398,0.82039,-0.46621,0.25314,-0.21337,-0.25374,0.16134,-0.48682,
1403638543927829504,0.94178,1.55742,0.36594,0.85159,-0.50643,0.13529,0.00261,-0.24457,0.30925,0.23793,
1403638544027829504,0.95175,1.63279,0.36120,0.83446,-0.51826,0.01775,0.18645,-0.25444,0.58733,0.83732,
